0, 0, Header, 1, 1, 480
1, 0, Start_track
1, 0, Title_t, "é\213¼ç\220´\000"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 500000
1, 0, Control_c, 0, 121, 0
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 0
1, 0, Control_c, 0, 93, 0
1, 0, MIDI_port, 0
1, 1920, Key_signature, -2, "major"
1, 1920, Tempo, 441176
1, 1920, Note_on_c, 0, 70, 80
1, 2375, Note_on_c, 0, 70, 0
1, 2400, Note_on_c, 0, 72, 80
1, 2855, Note_on_c, 0, 72, 0
1, 2880, Note_on_c, 0, 74, 80
1, 3335, Note_on_c, 0, 74, 0
1, 3360, Note_on_c, 0, 72, 80
1, 3587, Note_on_c, 0, 72, 0
1, 3600, Note_on_c, 0, 70, 80
1, 3827, Note_on_c, 0, 70, 0
1, 3840, Note_on_c, 0, 70, 80
1, 4295, Note_on_c, 0, 70, 0
1, 4320, Note_on_c, 0, 72, 80
1, 4775, Note_on_c, 0, 72, 0
1, 4800, Note_on_c, 0, 74, 80
1, 5255, Note_on_c, 0, 74, 0
1, 5280, Note_on_c, 0, 72, 80
1, 5507, Note_on_c, 0, 72, 0
1, 5520, Note_on_c, 0, 69, 80
1, 5747, Note_on_c, 0, 69, 0
1, 5760, Note_on_c, 0, 70, 80
1, 6215, Note_on_c, 0, 70, 0
1, 6240, Note_on_c, 0, 72, 80
1, 6695, Note_on_c, 0, 72, 0
1, 6720, Note_on_c, 0, 74, 80
1, 7175, Note_on_c, 0, 74, 0
1, 7200, Note_on_c, 0, 72, 80
1, 7427, Note_on_c, 0, 72, 0
1, 7440, Note_on_c, 0, 70, 80
1, 7667, Note_on_c, 0, 70, 0
1, 7680, Note_on_c, 0, 70, 80
1, 8135, Note_on_c, 0, 70, 0
1, 8160, Note_on_c, 0, 72, 80
1, 8387, Note_on_c, 0, 72, 0
1, 8400, Note_on_c, 0, 74, 80
1, 8855, Note_on_c, 0, 74, 0
1, 8880, Note_on_c, 0, 72, 80
1, 9107, Note_on_c, 0, 72, 0
1, 9120, Note_on_c, 0, 69, 80
1, 9575, Note_on_c, 0, 69, 0
1, 9600, Note_on_c, 0, 70, 80
1, 10055, Note_on_c, 0, 70, 0
