0, 0, Header, 1, 1, 480
1, 0, Start_track
1, 0, Title_t, "é\213¼ç\220´\000"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 500000
1, 0, Control_c, 0, 121, 0
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 0
1, 0, Control_c, 0, 93, 0
1, 0, MIDI_port, 0
1, 1920, Key_signature, 3, "major"
1, 1920, Tempo, 750000
1, 1920, Note_on_c, 0, 69, 80
1, 2033, Note_on_c, 0, 69, 0
1, 2040, Note_on_c, 0, 68, 80
1, 2153, Note_on_c, 0, 68, 0
1, 2160, Note_on_c, 0, 69, 80
1, 2273, Note_on_c, 0, 69, 0
1, 2280, Note_on_c, 0, 68, 80
1, 2393, Note_on_c, 0, 68, 0
1, 2400, Note_on_c, 0, 61, 80
1, 2513, Note_on_c, 0, 61, 0
1, 2520, Note_on_c, 0, 59, 80
1, 2633, Note_on_c, 0, 59, 0
1, 2640, Note_on_c, 0, 61, 80
1, 2753, Note_on_c, 0, 61, 0
1, 2760, Note_on_c, 0, 59, 80
1, 2873, Note_on_c, 0, 59, 0
1, 2880, Note_on_c, 0, 69, 80
1, 2993, Note_on_c, 0, 69, 0
1, 3000, Note_on_c, 0, 68, 80
1, 3113, Note_on_c, 0, 68, 0
1, 3120, Note_on_c, 0, 61, 80
1, 3233, Note_on_c, 0, 61, 0
1, 3240, Note_on_c, 0, 69, 80
1, 3353, Note_on_c, 0, 69, 0
1, 3360, Note_on_c, 0, 68, 80
1, 3473, Note_on_c, 0, 68, 0
1, 3480, Note_on_c, 0, 61, 80
1, 3593, Note_on_c, 0, 61, 0
1, 3600, Note_on_c, 0, 59, 80
1, 3713, Note_on_c, 0, 59, 0
1, 3720, Note_on_c, 0, 61, 80
1, 3833, Note_on_c, 0, 61, 0
1, 3840, Note_on_c, 0, 61, 80
1, 4067, Note_on_c, 0, 61, 0
1, 4080, Note_on_c, 0, 69, 80
1, 4307, Note_on_c, 0, 69, 0
1, 4320, Note_on_c, 0, 68, 80
1, 4547, Note_on_c, 0, 68, 0
1, 4560, Note_on_c, 0, 59, 80
1, 4787, Note_on_c, 0, 59, 0
1, 4800, Note_on_c, 0, 69, 80
1, 4913, Note_on_c, 0, 69, 0
